,year,area,sektor,jobtype,n_jobtype_area_,n_sektor_area,n_area,n_year
2686,2009,sydjylland,salg,kommunikation,70,1731,19397,167084
2687,2009,sydjylland,salg,kultur,139,1731,19397,167084
2688,2009,sydjylland,salg,marketing,171,1731,19397,167084
2689,2009,sydjylland,salg,salg,1017,1731,19397,167084
2690,2009,sydjylland,salg,salgskurser,1,1731,19397,167084
2691,2009,sydjylland,salg,franchise,34,1731,19397,167084
2692,2009,sydjylland,salg,telemarketing,82,1731,19397,167084
2693,2009,sydjylland,undervisning,bibliotek,47,3322,19397,167084
2694,2009,sydjylland,undervisning,forskning,176,3322,19397,167084
2695,2009,sydjylland,undervisning,laerer,822,3322,19397,167084
2696,2009,sydjylland,undervisning,paedagog,1968,3322,19397,167084
2697,2009,sydjylland,kontor,akademisk,0,2897,19397,167084
2698,2009,sydjylland,kontor,ejendomsmaegler,23,2897,19397,167084
2699,2009,sydjylland,kontor,ejendomsservice,95,2897,19397,167084
2700,2009,sydjylland,kontor,finans,185,2897,19397,167084
2701,2009,sydjylland,kontor,indkoeb,119,2897,19397,167084
2702,2009,sydjylland,kontor,jura,122,2897,19397,167084
2703,2009,sydjylland,kontor,kontor,891,2897,19397,167084
2704,2009,sydjylland,kontor,kontorkurser,1,2897,19397,167084
2705,2009,sydjylland,kontor,kontorelev,107,2897,19397,167084
2706,2009,sydjylland,kontor,logistik,132,2897,19397,167084
2707,2009,sydjylland,kontor,offentlig,228,2897,19397,167084
2708,2009,sydjylland,kontor,oversaettelse,21,2897,19397,167084
2709,2009,sydjylland,kontor,sekretaer,278,2897,19397,167084
2710,2009,sydjylland,kontor,oekonomi,825,2897,19397,167084
2711,2009,sydjylland,social,laege,528,4120,19397,167084
2712,2009,sydjylland,social,laegesekretaer,166,4120,19397,167084
2713,2009,sydjylland,social,pleje,1454,4120,19397,167084
2714,2009,sydjylland,social,psykologi,106,4120,19397,167084
2715,2009,sydjylland,social,socialraadgivning,450,4120,19397,167084
2716,2009,sydjylland,social,tandlaege,138,4120,19397,167084
2717,2009,sydjylland,social,teknisksundhed,44,4120,19397,167084
2718,2009,sydjylland,social,terapi,217,4120,19397,167084
2719,2009,sydjylland,oevrige,elev,410,1379,19397,167084
2720,2009,sydjylland,oevrige,forsvar,0,1379,19397,167084
2721,2009,sydjylland,oevrige,frivilligt,77,1379,19397,167084
2722,2009,sydjylland,oevrige,student,184,1379,19397,167084
2723,2009,sydjylland,oevrige,studiepraktik,10,1379,19397,167084
2724,2009,sydjylland,oevrige,oevrige,606,1379,19397,167084
2725,2009,sydjylland,oevrige,kurseroevrige,2,1379,19397,167084
2726,2009,bornholm,it,database,1,14,928,167084
2727,2009,bornholm,it,itdrift,7,14,928,167084
2728,2009,bornholm,it,itkurser,1,14,928,167084
2730,2009,bornholm,it,internet,2,14,928,167084
2731,2009,bornholm,it,systemudvikling,6,14,928,167084
2732,2009,bornholm,it,telekom,2,14,928,167084
2733,2009,bornholm,it,virksomhedssystemer,4,14,928,167084
2734,2009,bornholm,ingenioer,byggeteknik,6,47,928,167084
2735,2009,bornholm,ingenioer,elektronik,12,47,928,167084
2736,2009,bornholm,ingenioer,kemi,10,47,928,167084
2738,2009,bornholm,ingenioer,maskiningenioer,14,47,928,167084
2739,2009,bornholm,ingenioer,medicinal,10,47,928,167084
2740,2009,bornholm,ingenioer,produktionsteknik,11,47,928,167084
2741,2009,bornholm,ledelse,detailledelse,0,81,928,167084
2742,2009,bornholm,ledelse,freelancekonsulent,7,81,928,167084
2743,2009,bornholm,ledelse,hrkurser,1,81,928,167084
2744,2009,bornholm,ledelse,itledelse,1,81,928,167084
2745,2009,bornholm,ledelse,institutions,26,81,928,167084
2746,2009,bornholm,ledelse,leder,22,81,928,167084
2747,2009,bornholm,ledelse,teknikledelse,4,81,928,167084
2748,2009,bornholm,ledelse,personale,7,81,928,167084
2749,2009,bornholm,ledelse,projektledelse,8,81,928,167084
2750,2009,bornholm,ledelse,salgschef,7,81,928,167084
2751,2009,bornholm,ledelse,topledelse,7,81,928,167084
2752,2009,bornholm,ledelse,virksomhedsudvikling,0,81,928,167084
2753,2009,bornholm,ledelse,oekonomichef,3,81,928,167084
2754,2009,bornholm,handel,bud,6,282,928,167084
2755,2009,bornholm,handel,boernepasning,5,282,928,167084
2756,2009,bornholm,handel,detailhandel,85,282,928,167084
2758,2009,bornholm,handel,frisoer,1,282,928,167084
2759,2009,bornholm,handel,hotel,122,282,928,167084
2760,2009,bornholm,handel,rengoering,55,282,928,167084
2761,2009,bornholm,handel,service,13,282,928,167084
2762,2009,bornholm,handel,sikkerhed,4,282,928,167084
2763,2009,bornholm,industri,blik,7,94,928,167084
2764,2009,bornholm,industri,byggeri,9,94,928,167084
2765,2009,bornholm,industri,elektriker,12,94,928,167084
2766,2009,bornholm,industri,industri,8,94,928,167084
2767,2009,bornholm,industri,jern,8,94,928,167084
2768,2009,bornholm,industri,lager,11,94,928,167084
2769,2009,bornholm,industri,landbrug,15,94,928,167084
2770,2009,bornholm,industri,maling,1,94,928,167084
2771,2009,bornholm,industri,mekanik,9,94,928,167084
2772,2009,bornholm,industri,naeringsmiddel,10,94,928,167084
2773,2009,bornholm,industri,tekstil,1,94,928,167084
2774,2009,bornholm,industri,transport,14,94,928,167084
2775,2009,bornholm,industri,traeindustri,1,94,928,167084
2776,2009,bornholm,industri,toemrer,6,94,928,167084
2777,2009,bornholm,salg,design,1,122,928,167084
2779,2009,bornholm,salg,grafisk,3,122,928,167084
2780,2009,bornholm,salg,kommunikation,4,122,928,167084
2781,2009,bornholm,salg,kultur,12,122,928,167084
2782,2009,bornholm,salg,marketing,3,122,928,167084
2783,2009,bornholm,salg,salg,84,122,928,167084
2784,2009,bornholm,salg,salgskurser,1,122,928,167084
2785,2009,bornholm,salg,franchise,13,122,928,167084
2786,2009,bornholm,salg,telemarketing,5,122,928,167084
2787,2009,bornholm,undervisning,bibliotek,3,140,928,167084
2788,2009,bornholm,undervisning,forskning,4,140,928,167084
2789,2009,bornholm,undervisning,laerer,18,140,928,167084
2790,2009,bornholm,undervisning,paedagog,82,140,928,167084
2791,2009,bornholm,kontor,akademisk,0,97,928,167084
2792,2009,bornholm,kontor,ejendomsmaegler,1,97,928,167084
2793,2009,bornholm,kontor,ejendomsservice,12,97,928,167084
2794,2009,bornholm,kontor,finans,7,97,928,167084
2795,2009,bornholm,kontor,indkoeb,1,97,928,167084
2796,2009,bornholm,kontor,jura,3,97,928,167084
2797,2009,bornholm,kontor,kontor,34,97,928,167084
2798,2009,bornholm,kontor,kontorkurser,1,97,928,167084
2799,2009,bornholm,kontor,kontorelev,10,97,928,167084
2800,2009,bornholm,kontor,logistik,3,97,928,167084
2801,2009,bornholm,kontor,offentlig,14,97,928,167084
2802,2009,bornholm,kontor,oversaettelse,2,97,928,167084
2803,2009,bornholm,kontor,sekretaer,8,97,928,167084
2804,2009,bornholm,kontor,oekonomi,19,97,928,167084
2805,2009,bornholm,social,laege,20,183,928,167084
2806,2009,bornholm,social,laegesekretaer,12,183,928,167084
2807,2009,bornholm,social,pleje,58,183,928,167084
2808,2009,bornholm,social,psykologi,3,183,928,167084
2809,2009,bornholm,social,socialraadgivning,22,183,928,167084
2810,2009,bornholm,social,tandlaege,7,183,928,167084
2811,2009,bornholm,social,teknisksundhed,11,183,928,167084
2812,2009,bornholm,social,terapi,8,183,928,167084
2813,2009,bornholm,oevrige,elev,28,77,928,167084
2814,2009,bornholm,oevrige,forsvar,0,77,928,167084
2815,2009,bornholm,oevrige,frivilligt,3,77,928,167084
2816,2009,bornholm,oevrige,student,9,77,928,167084
2817,2009,bornholm,oevrige,studiepraktik,3,77,928,167084
2818,2009,bornholm,oevrige,oevrige,29,77,928,167084
2819,2009,bornholm,oevrige,kurseroevrige,1,77,928,167084
2820,2009,skaane,it,database,0,0,0,167084
2821,2009,skaane,it,itdrift,0,0,0,167084
2822,2009,skaane,it,itkurser,0,0,0,167084
2824,2009,skaane,it,internet,0,0,0,167084
2825,2009,skaane,it,systemudvikling,0,0,0,167084
2826,2009,skaane,it,telekom,0,0,0,167084
2827,2009,skaane,it,virksomhedssystemer,0,0,0,167084
2828,2009,skaane,ingenioer,byggeteknik,0,0,0,167084
2829,2009,skaane,ingenioer,elektronik,0,0,0,167084
2830,2009,skaane,ingenioer,kemi,0,0,0,167084
2832,2009,skaane,ingenioer,maskiningenioer,0,0,0,167084
2833,2009,skaane,ingenioer,medicinal,0,0,0,167084
2834,2009,skaane,ingenioer,produktionsteknik,0,0,0,167084
2835,2009,skaane,ledelse,detailledelse,0,0,0,167084
2836,2009,skaane,ledelse,freelancekonsulent,0,0,0,167084
2837,2009,skaane,ledelse,hrkurser,0,0,0,167084
2838,2009,skaane,ledelse,itledelse,0,0,0,167084
2839,2009,skaane,ledelse,institutions,0,0,0,167084
2840,2009,skaane,ledelse,leder,0,0,0,167084
2841,2009,skaane,ledelse,teknikledelse,0,0,0,167084
2842,2009,skaane,ledelse,personale,0,0,0,167084
2843,2009,skaane,ledelse,projektledelse,0,0,0,167084
2844,2009,skaane,ledelse,salgschef,0,0,0,167084
2845,2009,skaane,ledelse,topledelse,0,0,0,167084
2846,2009,skaane,ledelse,virksomhedsudvikling,0,0,0,167084
2847,2009,skaane,ledelse,oekonomichef,0,0,0,167084
2848,2009,skaane,handel,bud,0,0,0,167084
2849,2009,skaane,handel,boernepasning,0,0,0,167084
2850,2009,skaane,handel,detailhandel,0,0,0,167084
2852,2009,skaane,handel,frisoer,0,0,0,167084
2853,2009,skaane,handel,hotel,0,0,0,167084
2854,2009,skaane,handel,rengoering,0,0,0,167084
2855,2009,skaane,handel,service,0,0,0,167084
2856,2009,skaane,handel,sikkerhed,0,0,0,167084
2857,2009,skaane,industri,blik,0,0,0,167084
2858,2009,skaane,industri,byggeri,0,0,0,167084
2859,2009,skaane,industri,elektriker,0,0,0,167084
2860,2009,skaane,industri,industri,0,0,0,167084
2861,2009,skaane,industri,jern,0,0,0,167084
2862,2009,skaane,industri,lager,0,0,0,167084
2863,2009,skaane,industri,landbrug,0,0,0,167084
2864,2009,skaane,industri,maling,0,0,0,167084
2865,2009,skaane,industri,mekanik,0,0,0,167084
2866,2009,skaane,industri,naeringsmiddel,0,0,0,167084
2867,2009,skaane,industri,tekstil,0,0,0,167084
2868,2009,skaane,industri,transport,0,0,0,167084
2869,2009,skaane,industri,traeindustri,0,0,0,167084
2870,2009,skaane,industri,toemrer,0,0,0,167084
2871,2009,skaane,salg,design,0,0,0,167084
2873,2009,skaane,salg,grafisk,0,0,0,167084
2874,2009,skaane,salg,kommunikation,0,0,0,167084
2875,2009,skaane,salg,kultur,0,0,0,167084
2876,2009,skaane,salg,marketing,0,0,0,167084
2877,2009,skaane,salg,salg,0,0,0,167084
2878,2009,skaane,salg,salgskurser,0,0,0,167084
2879,2009,skaane,salg,franchise,0,0,0,167084
2880,2009,skaane,salg,telemarketing,0,0,0,167084
2881,2009,skaane,undervisning,bibliotek,0,0,0,167084
2882,2009,skaane,undervisning,forskning,0,0,0,167084
2883,2009,skaane,undervisning,laerer,0,0,0,167084
2884,2009,skaane,undervisning,paedagog,0,0,0,167084
2885,2009,skaane,kontor,akademisk,0,0,0,167084
2886,2009,skaane,kontor,ejendomsmaegler,0,0,0,167084
2887,2009,skaane,kontor,ejendomsservice,0,0,0,167084
2888,2009,skaane,kontor,finans,0,0,0,167084
2889,2009,skaane,kontor,indkoeb,0,0,0,167084
2890,2009,skaane,kontor,jura,0,0,0,167084
2891,2009,skaane,kontor,kontor,0,0,0,167084
2892,2009,skaane,kontor,kontorkurser,0,0,0,167084
2893,2009,skaane,kontor,kontorelev,0,0,0,167084
2894,2009,skaane,kontor,logistik,0,0,0,167084
2895,2009,skaane,kontor,offentlig,0,0,0,167084
2896,2009,skaane,kontor,oversaettelse,0,0,0,167084
2897,2009,skaane,kontor,sekretaer,0,0,0,167084
2898,2009,skaane,kontor,oekonomi,0,0,0,167084
2899,2009,skaane,social,laege,0,0,0,167084
2900,2009,skaane,social,laegesekretaer,0,0,0,167084
2901,2009,skaane,social,pleje,0,0,0,167084
2902,2009,skaane,social,psykologi,0,0,0,167084
2903,2009,skaane,social,socialraadgivning,0,0,0,167084
2904,2009,skaane,social,tandlaege,0,0,0,167084
2905,2009,skaane,social,teknisksundhed,0,0,0,167084
2906,2009,skaane,social,terapi,0,0,0,167084
2907,2009,skaane,oevrige,elev,0,0,0,167084
2908,2009,skaane,oevrige,forsvar,0,0,0,167084
2909,2009,skaane,oevrige,frivilligt,0,0,0,167084
2910,2009,skaane,oevrige,student,0,0,0,167084
2911,2009,skaane,oevrige,studiepraktik,0,0,0,167084
2912,2009,skaane,oevrige,oevrige,0,0,0,167084
2913,2009,skaane,oevrige,kurseroevrige,0,0,0,167084
2914,2009,groenland,it,database,1,53,2018,167084
2915,2009,groenland,it,itdrift,19,53,2018,167084
2916,2009,groenland,it,itkurser,0,53,2018,167084
2918,2009,groenland,it,internet,3,53,2018,167084
2919,2009,groenland,it,systemudvikling,15,53,2018,167084
2920,2009,groenland,it,telekom,6,53,2018,167084
2921,2009,groenland,it,virksomhedssystemer,0,53,2018,167084
2922,2009,groenland,ingenioer,byggeteknik,27,103,2018,167084
2923,2009,groenland,ingenioer,elektronik,9,103,2018,167084
2924,2009,groenland,ingenioer,kemi,26,103,2018,167084
2926,2009,groenland,ingenioer,maskiningenioer,11,103,2018,167084
2927,2009,groenland,ingenioer,medicinal,15,103,2018,167084
2928,2009,groenland,ingenioer,produktionsteknik,10,103,2018,167084
2929,2009,groenland,ledelse,detailledelse,0,239,2018,167084
2930,2009,groenland,ledelse,freelancekonsulent,0,239,2018,167084
2931,2009,groenland,ledelse,hrkurser,0,239,2018,167084
2932,2009,groenland,ledelse,itledelse,11,239,2018,167084
2933,2009,groenland,ledelse,institutions,122,239,2018,167084
2934,2009,groenland,ledelse,leder,46,239,2018,167084
2935,2009,groenland,ledelse,teknikledelse,18,239,2018,167084
2936,2009,groenland,ledelse,personale,16,239,2018,167084
2937,2009,groenland,ledelse,projektledelse,14,239,2018,167084
2938,2009,groenland,ledelse,salgschef,4,239,2018,167084
2939,2009,groenland,ledelse,topledelse,12,239,2018,167084
2940,2009,groenland,ledelse,virksomhedsudvikling,0,239,2018,167084
2941,2009,groenland,ledelse,oekonomichef,9,239,2018,167084
2942,2009,groenland,handel,bud,1,504,2018,167084
2943,2009,groenland,handel,boernepasning,0,504,2018,167084
2944,2009,groenland,handel,detailhandel,28,504,2018,167084
2946,2009,groenland,handel,frisoer,0,504,2018,167084
2947,2009,groenland,handel,hotel,96,504,2018,167084
2948,2009,groenland,handel,rengoering,4,504,2018,167084
2949,2009,groenland,handel,service,376,504,2018,167084
2950,2009,groenland,handel,sikkerhed,4,504,2018,167084
2951,2009,groenland,industri,blik,34,201,2018,167084
2952,2009,groenland,industri,byggeri,18,201,2018,167084
2953,2009,groenland,industri,elektriker,27,201,2018,167084
2954,2009,groenland,industri,industri,5,201,2018,167084
2955,2009,groenland,industri,jern,10,201,2018,167084
2956,2009,groenland,industri,lager,20,201,2018,167084
2957,2009,groenland,industri,landbrug,1,201,2018,167084
2958,2009,groenland,industri,maling,5,201,2018,167084
2959,2009,groenland,industri,mekanik,39,201,2018,167084
2960,2009,groenland,industri,naeringsmiddel,14,201,2018,167084
2961,2009,groenland,industri,tekstil,2,201,2018,167084
2962,2009,groenland,industri,transport,14,201,2018,167084
2963,2009,groenland,industri,traeindustri,0,201,2018,167084
2964,2009,groenland,industri,toemrer,23,201,2018,167084
2965,2009,groenland,salg,design,0,34,2018,167084
2967,2009,groenland,salg,grafisk,2,34,2018,167084
2968,2009,groenland,salg,kommunikation,13,34,2018,167084
2969,2009,groenland,salg,kultur,4,34,2018,167084
2970,2009,groenland,salg,marketing,5,34,2018,167084
2971,2009,groenland,salg,salg,9,34,2018,167084
2972,2009,groenland,salg,salgskurser,0,34,2018,167084
2973,2009,groenland,salg,franchise,0,34,2018,167084
2974,2009,groenland,salg,telemarketing,0,34,2018,167084
2975,2009,groenland,undervisning,bibliotek,1,386,2018,167084
2976,2009,groenland,undervisning,forskning,29,386,2018,167084
2977,2009,groenland,undervisning,laerer,44,386,2018,167084
2978,2009,groenland,undervisning,paedagog,220,386,2018,167084
2979,2009,groenland,kontor,akademisk,0,305,2018,167084
2980,2009,groenland,kontor,ejendomsmaegler,0,305,2018,167084
2981,2009,groenland,kontor,ejendomsservice,1,305,2018,167084
2982,2009,groenland,kontor,finans,6,305,2018,167084
2983,2009,groenland,kontor,indkoeb,6,305,2018,167084
2984,2009,groenland,kontor,jura,50,305,2018,167084
2985,2009,groenland,kontor,kontor,163,305,2018,167084
2986,2009,groenland,kontor,kontorkurser,0,305,2018,167084
2987,2009,groenland,kontor,kontorelev,1,305,2018,167084
2988,2009,groenland,kontor,logistik,1,305,2018,167084
2989,2009,groenland,kontor,offentlig,12,305,2018,167084
2990,2009,groenland,kontor,oversaettelse,6,305,2018,167084
2991,2009,groenland,kontor,sekretaer,10,305,2018,167084
2992,2009,groenland,kontor,oekonomi,77,305,2018,167084
2993,2009,groenland,social,laege,78,492,2018,167084
2994,2009,groenland,social,laegesekretaer,10,492,2018,167084
2995,2009,groenland,social,pleje,65,492,2018,167084
2996,2009,groenland,social,psykologi,20,492,2018,167084
2997,2009,groenland,social,socialraadgivning,96,492,2018,167084
2998,2009,groenland,social,tandlaege,27,492,2018,167084
2999,2009,groenland,social,teknisksundhed,2,492,2018,167084
3000,2009,groenland,social,terapi,36,492,2018,167084
3001,2009,groenland,oevrige,elev,4,80,2018,167084
3002,2009,groenland,oevrige,forsvar,0,80,2018,167084
3003,2009,groenland,oevrige,frivilligt,2,80,2018,167084
3004,2009,groenland,oevrige,student,5,80,2018,167084
3005,2009,groenland,oevrige,studiepraktik,0,80,2018,167084
3006,2009,groenland,oevrige,oevrige,69,80,2018,167084
3007,2009,groenland,oevrige,kurseroevrige,0,80,2018,167084
3008,2009,danmark,it,database,284,8624,155990,167084
3009,2009,danmark,it,itdrift,1971,8624,155990,167084
3010,2009,danmark,it,itkurser,2,8624,155990,167084
3012,2009,danmark,it,internet,686,8624,155990,167084
3013,2009,danmark,it,systemudvikling,4848,8624,155990,167084
3014,2009,danmark,it,telekom,122,8624,155990,167084
3015,2009,danmark,it,virksomhedssystemer,1082,8624,155990,167084
3016,2009,danmark,ingenioer,byggeteknik,1671,8117,155990,167084
3017,2009,danmark,ingenioer,elektronik,1091,8117,155990,167084
3018,2009,danmark,ingenioer,kemi,2195,8117,155990,167084
3020,2009,danmark,ingenioer,maskiningenioer,1538,8117,155990,167084
3021,2009,danmark,ingenioer,medicinal,982,8117,155990,167084
3022,2009,danmark,ingenioer,produktionsteknik,1533,8117,155990,167084
3023,2009,danmark,ledelse,detailledelse,0,13445,155990,167084
3024,2009,danmark,ledelse,freelancekonsulent,359,13445,155990,167084
3025,2009,danmark,ledelse,hrkurser,1,13445,155990,167084
3026,2009,danmark,ledelse,itledelse,1030,13445,155990,167084
3027,2009,danmark,ledelse,institutions,2381,13445,155990,167084
3028,2009,danmark,ledelse,leder,4042,13445,155990,167084
3029,2009,danmark,ledelse,teknikledelse,842,13445,155990,167084
3030,2009,danmark,ledelse,personale,1319,13445,155990,167084
3031,2009,danmark,ledelse,projektledelse,2142,13445,155990,167084
3032,2009,danmark,ledelse,salgschef,1068,13445,155990,167084
